timestamp,temperature,humidity
2025-01-01 00:00:00,18.498908012501133,50
2025-01-01 01:00:00,19.993381144578436,50
2025-01-01 02:00:00,19.197017390046064,50
2025-01-01 03:00:00,20.22531841991246,50
2025-01-01 04:00:00,21.458789587587425,50
2025-01-01 05:00:00,22.26805020536394,50
2025-01-01 06:00:00,24.526847168893028,50
2025-01-01 07:00:00,25.460727299750676,50
2025-01-01 08:00:00,26.71219117022568,50
2025-01-01 09:00:00,29.951122844412716,50
2025-01-01 10:00:00,28.088190599241862,50
2025-01-01 11:00:00,29.670383556230504,50
2025-01-01 12:00:00,29.182678380550886,50
2025-01-01 13:00:00,29.886716868367074,50
2025-01-01 14:00:00,29.64266711519417,50
2025-01-01 15:00:00,27.314934780127906,50
2025-01-01 16:00:00,27.049324014165194,50
2025-01-01 17:00:00,24.970058714223175,50
2025-01-01 18:00:00,23.831586558321945,50
2025-01-01 19:00:00,21.382710598863873,50
2025-01-01 20:00:00,21.988459046927826,50
2025-01-01 21:00:00,20.04616984086465,50
2025-01-01 22:00:00,20.891644245641913,50
2025-01-01 23:00:00,18.611808211041076,50
2025-01-02 00:00:00,20.598646390204824,50
2025-01-02 01:00:00,19.22911276757623,50
2025-01-02 02:00:00,20.92963218805136,50
2025-01-02 03:00:00,20.060969944868155,50
2025-01-02 04:00:00,21.52144563591032,50
2025-01-02 05:00:00,22.16011124679025,50
2025-01-02 06:00:00,24.92132301291653,50
2025-01-02 07:00:00,25.292329491101526,50
2025-01-02 08:00:00,25.305629037364344,50
2025-01-02 09:00:00,26.999751149366492,50
2025-01-02 10:00:00,28.63012737138463,50
2025-01-02 11:00:00,27.72502814294226,50
2025-01-02 12:00:00,27.629287918499127,50
2025-01-02 13:00:00,27.935815003494387,50
2025-01-02 14:00:00,28.184141432891707,50
2025-01-02 15:00:00,27.253190217450403,50
2025-01-02 16:00:00,25.898362953462843,50
2025-01-02 17:00:00,25.23311947849208,50
2025-01-02 18:00:00,23.51147529228811,50
2025-01-02 19:00:00,23.1602187815655,50
2025-01-02 20:00:00,21.887349088941026,50
2025-01-02 21:00:00,20.3318869248323,50
2025-01-02 22:00:00,20.248214280057756,50
2025-01-02 23:00:00,19.761198476743676,50
2025-01-03 00:00:00,17.24434551177527,50
2025-01-03 01:00:00,18.714350415360624,50
2025-01-03 02:00:00,19.943813392698974,50
2025-01-03 03:00:00,19.52896544691055,50
2025-01-03 04:00:00,22.421320363535546,50
2025-01-03 05:00:00,23.539728499339265,50
2025-01-03 06:00:00,24.361443866864573,50
2025-01-03 07:00:00,26.463651498333967,50
2025-01-03 08:00:00,26.205149314504155,50
2025-01-03 09:00:00,26.486556690247188,50
2025-01-03 10:00:00,29.52046672811789,50
2025-01-03 11:00:00,27.433832495664657,50
2025-01-03 12:00:00,29.908881606333296,50
2025-01-03 13:00:00,27.364937366025185,50
2025-01-03 14:00:00,28.358262946958217,50
2025-01-03 15:00:00,29.218822829035755,50
2025-01-03 16:00:00,26.057997252690495,50
2025-01-03 17:00:00,24.741889268128244,50
2025-01-03 18:00:00,24.41066579046271,50
2025-01-03 19:00:00,24.677914409459166,50
2025-01-03 20:00:00,22.57636447698711,50
2025-01-03 21:00:00,19.766063006838536,50
2025-01-03 22:00:00,19.84108436727121,50
2025-01-03 23:00:00,17.76581255857948,50
2025-01-04 00:00:00,19.552865311061616,50
2025-01-04 01:00:00,19.150305412570162,50
2025-01-04 02:00:00,19.514721398976256,50
